1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, Tesco, Tacoma, United States, Cash, 42176, Y, 
4432, c_04432, Sabine Gauthier, 303, Tables, Furniture, 5, $1750.0, 2021-11-27 10:40:02, Tesco, Collin-sur-Humbert, France, Gift card, 33903, N, Insufficent funds
4433, c_04433, Valérie Raymond, 408, Rulers, School Items, 7, $14.0, 2021-11-12 09:04:59, Tesco, Mercier, France, Electronic, 51140, Y, 
4434, c_04434, Charlotte Gay, 411, Calculators, School Items, 1, $60.0, 2021-11-18 20:53:25, Tesco, Saint Auguste-la-Forêt, France, Gift card, 25692, Y, 
4435, c_04435, Alexandria Gautier, 205, Socks, Clothes, 1, $5.0, 2021-11-18 20:53:25, Tesco, Maillot-la-Forêt, France, Electronic, 42143, Y, 
4436, c_04436, William Pinto, 404, Chromebooks, School Items, 4, $480.0, 2021-12-21 09:33:19, Amazon, Schmitt-la-Forêt, France, Internet Banking, 77536, Y, 
4437, c_04437, Nicolas Carpentier, 109, TVs, Technology, 10, $12000.0, 2021-06-20 12:10:36, Tesco, Lecomte, France, Card, 92711, Y, 
4438, c_04438, Charlotte Gomez, 104, Headphones, Technology, 7, $910.0, 2021-12-01 19:34:10, Aldi, Dupuisnec, France, Gift card, 70985, Y, 
4439, c_04439, Matthieu Andre, 223, Belts, Clothes, 7, $294.0, 2021-12-01 19:34:10, Aldi, Saint Noémi-les-Bains, France, Cash, 88014, Y, 
4440, c_04440, Henriette Jean, 208, Gowns, Clothes, 5, $145.0, 2021-02-24 18:58:27, Tesco, Samsonboeuf, France, Electronic, 90752, Y, 
4441, c_04441, Julie Foucher, 312, Stool, Furniture, 5, $125.0, 2021-02-24 18:58:27, Tesco, Cohen, France, Cash, 63006, Y, 
4442, c_04442, Antoine Lévêque, 308, Chest, Furniture, 10, $800.0, 2021-11-16 10:12:59, Tesco, Le Goffdan, France, Card, 88273, N, Invalid card number
4443, c_04443, Christine Alves, 111, Earbuds, Technology, 1, $120.0, 2021-12-23 14:03:42, Tesco, Tanguydan, France, Cash, 66836, Y, 
4444, c_04444, Robert Philippe, 415, Pens, School Items, 1, $1.5, 2021-12-23 14:03:42, Tesco, Pichon, France, Cash, 19987, Y, 
4445, c_04445, Bernard Michel, 417, Pencil Pouch, School Items, 10, $50.0, 2021-07-07 19:04:18, Amazon, Saint Margaretnec, France, Card, 39931, N, Invalid card number
4446, c_04446, Marcelle Fontaine, 303, Tables, Furniture, 10, $3500.0, 2021-07-07 19:04:18, Amazon, Munoz, France, Card, 72291, N, Invalid zip code
four thousand four hundred and forty-seventh, c_04447, Alexandrie Gonzalez, 109, TVs, Technology, 6, $7200.0, 2021-09-11 13:08:03, Tesco, Sainte BernardVille, France, Gift card, 95302, Y, 
4448, c_04448, Jeannine Neveu, 306, Bookcase, Furniture, 4, $600.0, 2021-12-19 20:53:23, Tesco, JulienVille, France, Card, 34366, Y, 
4449, c_04449, Roger Olivier, 316, Shelves, Furniture, 9, $270.0, 2021-09-03 13:51:32, Tesco, Chevallier, France, Gift card, 77070, Y, 
4450, c_04450, Bernard Dupont, 219, Boxers, Clothes, 5, $25.0, 2021-07-02 20:41:04, Tesco, Bazin-les-Bains, France, Internet Banking, 92194, Y, 
4451, c_04451, Victor Richard, 117, Fridges, Technology, 5, $1350.0, 2021-07-02 20:41:04, Tesco, Hoareau-les-Bains, France, Card, 28071, Y, 
4452, c_04452, Gilbert Ruiz, 412, Uniforms, School Items, 6, $120.0, 2021-02-09 12:14:07, Tesco, Dubois, France, Electronic, 63386, Y, 
4453, c_04453, Bernadette Mercier, 217, Ties, Clothes, 2, $30.0, 2021-06-22 14:18:07, Tesco, Lenoir-les-Bains, France, Internet Banking, 99017, Y, 
4454, c_04454, Aimé Ledoux, 201, Underwear, Clothes, 2, $18.0, 2021-06-22 14:18:07, Tesco, Costa, France, Gift card, 42820, Y, 
4455, c_04455, Patricia Lévêque, 422, Lunchbox, School Items, 10, $70.0, 2021-10-05 09:20:37, Tesco, Vallée, France, Card, 99415, Y, 
four thousand four hundred and fifty-sixth, c_04456, Matthieu Benard, 105, Electronic Locks, Technology, 10, $850.0, 2021-10-05 09:20:37, Tesco, DevauxBourg, France, Card, 96378, Y, 
4457, c_04457, Dorothée Pires, 203, Sandals, Clothes, 4, $120.0, 2021-07-04 16:29:46, Amazon, Girard, France, Internet Banking, 39224, Y, 
4458, c_04458, Astrid Robert, 408, Rulers, School Items, 4, $8.0, 2021-07-04 16:29:46, Amazon, Jacquet, France, Gift card, 17036, N, Insufficent funds
4459, c_04459, Suzanne Thierry, 412, Uniforms, School Items, 7, $140.0, 2021-11-06 08:36:31, Tesco, Regnier, France, Electronic, 37063, Y, 
4460, c_04460, Odette Chauvin, 106, Drones, Technology, 9, $450.0, 2021-12-11 17:17:06, Amazon, Sainte Éléonore-la-Forêt, France, Electronic, 39078, Y, 
4461, c_04461, Alex Gilbert, 300, Chairs, Furniture, 9, $540.0, 2021-12-11 17:17:06, Amazon, Bruneau-les-Bains, France, Cash, 55467, Y, 
4462, c_04462, David Leduc, 107, Computers, Technology, 1, $700.0, 2021-01-17 09:40:11, Tesco, Jacquet-sur-Mer, France, Cash, 53820, Y, 
4463, c_04463, Raymond Bouchet, 412, Uniforms, School Items, 1, $20.0, 2021-01-17 09:40:11, Tesco, De Oliveira, France, Gift card, 38942, Y, 
4464, c_04464, Éric Ribeiro, 307, Dresser, Furniture, 2, $240.0, 2021-01-21 13:44:11, Tesco, Collet, France, Card, 44261, Y, 
4465, c_04465, Suzanne Techer, 314, Cradle, Furniture, 2, $258.0, 2021-09-24 11:41:07, alza.cz, Dos Santos-les-Bains, France, Card, 14626, Y, 
4466, c_04466, Marie Pichon, 206, Swimwear, Clothes, 2, $58.0, 2021-12-09 18:01:27, Amazon, Renaudnec, France, Gift card, 99444, Y, 
4467, c_04467, Alexandrie Evrard, 309, Beds, Furniture, 9, $4500.0, 2021-10-20 15:55:26, Tesco, Saint Célina, France, Card, 59677, N, Invalid zip code
4468, c_04468, Margaud Guillon, 407, Bags, School Items, 9, $90.0, 2021-11-20 12:47:19, Tesco, Caron-sur-Mer, France, Gift card, 40019, Y, 
4469, c_04469, Julien Torres, 315, Grandfather clock, Furniture, 7, $3500.0, 2021-08-12 13:05:42, Tesco, Chauvin, France, Gift card, 84683, Y, 
4470, c_04470, Jacqueline Dos Santos, 312, Stool, Furniture, 5, $125.0, 2021-11-02 11:30:39, Tesco, Sainte Nathalie-sur-Mer, France, Electronic, 96269, N, Account locked
4471, c_04471, Audrey Lopez, 301, Couches, Furniture, 3, $900.0, 2021-11-27 18:44:15, Mediamarkt, Sainte Michelledan, France, Cash, 57939, Y, 
4472, c_04472, Marcelle Barthelemy, 102, Phones, Technology, 3, $1800.0, 2021-10-28 14:41:10, Tesco, Sainte Juliette-sur-Mer, France, Gift card, 22930, Y, 
4473, c_04473, Timothée Pineau, 103, Microwaves, Technology, 4, $640.0, 2021-11-05 17:38:56, Tesco, Garcia, France, Card, 67476, Y, 
4474, c_04474, Julie Gillet, 200, Jeans, Clothes, 7, $203.0, 2021-11-01 19:26:24, Tesco, Renard, France, Cash, 18377, N, Insufficent funds
4475, c_04475, Vincent Chartier, 312, Stool, Furniture, 9, $225.0, 2021-05-08 12:22:40, Tesco, Étienne, France, Cash, 29968, Y, 
4476, c_04476, Valérie Bouchet, 301, Couches, Furniture, 8, $2400.0, 2021-12-14 11:18:35, Amazon, Jourdandan, France, Gift card, 91569, Y, 
4477, c_04477, Catherine Pichon, 303, Tables, Furniture, 8, $2800.0, 2021-12-14 11:18:35, Amazon, Saint MarcelBourg, France, Cash, 21630, Y, 
4478, c_04478, Claude Dupré, 224, Wallet, Clothes, 5, $325.0, 2021-11-23 20:18:51, Tesco, Saint Léon, France, Electronic, 74944, Y, 
4479, c_04479, Diane Pires, 407, Bags, School Items, 6, $60.0, 2021-02-22 14:32:37, Tesco, LerouxVille, France, Cash, 34859, N, Insufficent funds
4480, c_04480, Sabine Weber, 226, Watch, Clothes, 3, $180.0, 2021-10-11 17:28:57, Tesco, Seguin, France, Internet Banking, 69706, Y, 
4481, c_04481, Sabine Charles, 416, Folders, School Items, 10, $10.0, 2021-12-01 19:25:33, Amazon, PichonBourg, France, Cash, 61366, Y, 
4482, c_04482, Monique Guyon, 418, Glue Stick, School Items, 10, $10.0, 2021-12-01 19:25:33, Amazon, FernandezBourg, France, Card, 61966, N, Invalid CVV
4483, c_04483, Alain Duval, 310, Ladders, Furniture, 7, $161.0, 2021-01-18 20:05:07, Tesco, Charrier, France, Internet Banking, 61741, Y, 
four thousand four hundred and eighty-fourth, c_04484, Pénélope Bodin, 102, Phones, Technology, 5, $3000.0, 2021-05-16 13:45:39, Tesco, Sainte MargauxBourg, France, Cash, 42890, Y, 
4485, c_04485, Joséphine Leclerc, 107, Computers, Technology, 4, $2800.0, 2021-02-14 20:46:17, Tesco, Guillotdan, France, Internet Banking, 19176, Y, 
four thousand four hundred and eighty-sixth, c_04486, Philippe Verdier, 107, Computers, Technology, 6, $4200.0, 2021-10-10 16:24:55, Tesco, Laporte, France, Gift card, 99430, Y, 
4487, c_04487, Lucy Renault, 410, Markers, School Items, 3, $9.0, 2021-06-24 08:59:03, Tesco, ValetteVille, France, Internet Banking, 79676, Y, 
four thousand four hundred and eighty-eighth, c_04488, René Roger, 203, Sandals, Clothes, 3, $90.0, 2021-06-24 08:59:03, Tesco, Dijoux-sur-Peron, France, Internet Banking, 58974, Y, 
4489, c_04489, Étienne Loiseau, 220, Bow-ties, Clothes, 6, $90.0, 2021-12-18 16:35:11, Aldi, Peron, France, Gift card, 26631, N, Insufficent funds
4490, c_04490, Claudine Durand, 302, Recliners, Furniture, 10, $1650.0, 2021-12-07 08:22:37, Amazon, Coste, France, Cash, 11123, N, Insufficent funds
4491, c_04491, Grégoire Charles, 409, Crayons, School Items, 10, $30.0, 2021-12-07 08:22:37, Amazon, Bonneau-sur-Mer, France, Electronic, 70301, Y, 
four thousand four hundred and ninety-second, c_04492, Aimée Bailly, 111, Earbuds, Technology, 10, $1200.0, 2021-12-17 15:19:21, Tesco, Godardnec, France, Electronic, 58466, Y, 
4493, c_04493, Patrick Bourdon, 400, Notebooks, School Items, 10, $10.0, 2021-12-17 15:19:21, Tesco, Lesage, France, Gift card, 31278, Y, 
4494, c_04494, Anaïs Pasquier, 418, Glue Stick, School Items, 8, $8.0, 2021-02-07 19:27:41, Tesco, Marion-la-Forêt, France, Electronic, 88266, Y, 
4495, c_04495, Luc Martel, 412, Uniforms, School Items, 10, $200.0, 2021-06-05 11:28:18, Tesco, Gautier, France, Card, 75778, Y, 
4496, c_04496, Jérôme Guillaume, 102, Phones, Technology, 7, $4200.0, 2021-11-20 09:53:57, Tesco, Coste, France, Electronic, 57828, Y, 
4497, c_04497, Clémence Tessier, 110, Remotes, Technology, 7, $175.0, 2021-11-20 09:53:57, Tesco, Saint Lucas, France, Cash, 51337, N, Insufficent funds
4498, c_04498, Capucine Dupuy, 416, Folders, School Items, 1, $1.0, 2021-02-20 18:29:33, Tesco, Berthelot, France, Gift card, 69850, Y, 
4499, c_04499, Henri Marin, 308, Chest, Furniture, 9, $720.0, 2021-12-20 13:39:46, Tesco, Chauvet, France, Gift card, 55607, Y, 
4500, c_04500, Gilbert Traore, 409, Crayons, School Items, 9, $27.0, 2021-12-20 13:39:46, Tesco, Mary, France, Cash, 99165, Y, 
four thousand five hundred and first, c_04501, Marthe Hernandez, 413, Sketchbooks, School Items, 7, $21.0, 2021-12-22 11:48:40, Aliexpress, Fournierdan, France, Cash, 22281, Y, 
4502, c_04502, Marthe Moulin, 222, Earrings, Clothes, 3, $240.0, 2021-10-03 20:11:55, Tesco, Fernandezdan, France, Internet Banking, 64171, Y, 
4503, c_04503, Adrienne Allain, 209, Dresses, Clothes, 1, $99.0, 2021-08-19 09:33:19, Tesco, Rousset, France, Gift card, 13157, N, Insufficent funds
4504, c_04504, Audrey Leduc, 312, Stool, Furniture, 5, $125.0, 2021-06-08 17:02:59, Tesco, Sainte Auroreboeuf, France, Internet Banking, 53828, Y, 
4505, c_04505, Maggie Lacombe, 112, Smart fridges, Technology, 5, $1745.0, 2021-06-08 17:02:59, Tesco, Moulindan, France, Electronic, 49986, Y, 
4506, c_04506, Adèle Noël, 217, Ties, Clothes, 10, $150.0, 2021-12-28 17:42:24, Aldi, Sainte RolandVille, France, Card, 92130, N, Invalid zip code
4507, c_04507, Catherine Arnaud, 211, Glasses, Clothes, 10, $590.0, 2021-12-28 17:42:24, Aldi, Gautier-sur-Gaudin, France, Card, 12974, Y, 
four thousand five hundred and eighth, c_04508, Anastasie Leblanc, 206, Swimwear, Clothes, 2, $58.0, 2021-10-12 13:53:14, Tesco, Sainte Benoît, France, Internet Banking, 56902, N, Account locked
4509, c_04509, Margot Dupont, 420, Gym Bag, School Items, 4, $48.0, 2021-10-21 08:40:32, Tesco, Duvalnec, France, Cash, 58836, Y, 
4510, c_04510, Aurélie Clément, 417, Pencil Pouch, School Items, 4, $20.0, 2021-10-21 08:40:32, Tesco, Marynec, France, Cash, 36496, Y, 
4511, c_04511, Élodie Poulain, 419, Lunch Bags, School Items, 8, $56.0, 2021-06-21 18:33:30, Tesco, Sainte Augustedan, France, Electronic, 61110, Y, 
4512, c_04512, Laure Prévost, 415, Pens, School Items, 8, $12.0, 2021-06-21 18:33:30, Tesco, Sainte Geneviève-les-Bains, France, Internet Banking, 18650, N, Account locked
4513, c_04513, Charles Launay, 111, Earbuds, Technology, 10, $1200.0, 2021-01-09 09:38:42, Tesco, Guyon, France, Cash, 81795, Y, 
4514, c_04514, Susanne Colas, 307, Dresser, Furniture, 9, $1080.0, 2021-11-19 20:19:05, Amazon, Huet, France, Gift card, 71982, Y, 
4515, c_04515, Éric Robin, 300, Chairs, Furniture, 4, $240.0, 2021-03-25 10:20:47, Tesco, Barre, France, Electronic, 54645, Y, 
4516, c_04516, Lucas Colin, 108, Tablets, Technology, 4, $2400.0, 2021-03-25 10:20:47, Tesco, Coste, France, Internet Banking, 49905, Y, 
4517, c_04517, Grégoire Sauvage, 114, Webcam, Technology, 8, $960.0, 2021-03-07 19:30:54, Tesco, Sanchezdan, France, Gift card, 77591, N, Insufficent funds
four thousand five hundred and eighteenth, c_04518, Pierre Mace, 105, Electronic Locks, Technology, 8, $680.0, 2021-03-07 19:30:54, Tesco, Petit-les-Bains, France, Cash, 26875, Y, 
4519, c_04519, Élise Brunet, 109, TVs, Technology, 6, $7200.0, 2021-02-18 18:01:18, Tesco, Fleury-la-Forêt, France, Internet Banking, 38764, Y, 
4520, c_04520, Valentine Deschamps, 419, Lunch Bags, School Items, 4, $28.0, 2021-05-20 20:43:25, Tesco, RivièreBourg, France, Internet Banking, 47632, Y, 
4521, c_04521, Susanne Rémy, 309, Beds, Furniture, 6, $3000.0, 2021-12-09 13:28:08, Tesco, Étiennenec, France, Cash, 41206, Y, 
4522, c_04522, Astrid Dupuis, 416, Folders, School Items, 7, $7.0, 2021-06-10 19:14:21, Tesco, Perrin-sur-Guilbert, France, Card, 78508, N, Invalid zip code
4523, c_04523, Antoinette Guillaume, 311, Ottoman, Furniture, 9, $450.0, 2021-12-20 13:04:07, Aldi, Saint Honoré, France, Electronic, 64728, Y, 
4524, c_04524, Bernard Camus, 414, Notepads, School Items, 9, $27.0, 2021-12-20 13:04:07, Aldi, Noël, France, Internet Banking, 34880, Y, 
4525, c_04525, Eugène Raynaud, 410, Markers, School Items, 2, $6.0, 2021-11-27 16:50:50, Tesco, Boucher, France, Cash, 67885, N, Insufficent funds
4526, c_04526, Frédéric Denis, 415, Pens, School Items, 3, $4.5, 2021-07-14 13:19:47, Amazon, Gérard-sur-Garnier, France, Electronic, 92003, N, Account locked
4527, c_04527, Guillaume Denis, 312, Stool, Furniture, 3, $75.0, 2021-07-14 13:19:47, Amazon, Benard, France, Cash, 32743, Y, 
4528, c_04528, Michèle Schmitt, 202, Shoes, Clothes, 8, $480.0, 2021-12-20 16:28:20, Tesco, Dubois-la-Forêt, France, Card, 48715, Y, 
4529, c_04529, Frédérique Étienne, 301, Couches, Furniture, 8, $2400.0, 2021-12-20 16:28:20, Tesco, Saint Timothée, France, Electronic, 24104, Y, 
4530, c_04530, Madeleine Pelletier, 118, Monitors, Technology, 4, $600.0, 2021-12-27 10:25:37, Tesco, Payet, France, Cash, 81916, Y, 
4531, c_04531, Alfred Guyot, 301, Couches, Furniture, 9, $2700.0, 2021-06-14 15:14:04, Tesco, RocherBourg, France, Card, 11218, Y, 
4532, c_04532, Léon Carpentier, 423, Index cards, School Items, 9, $18.0, 2021-06-14 15:14:04, Tesco, Saint Emmanuelleboeuf, France, Gift card, 24171, Y, 
4533, c_04533, Antoine Legrand, 408, Rulers, School Items, 10, $20.0, 2021-12-20 15:08:59, Mediamarkt, Faivre, France, Gift card, 52237, Y, 
4534, c_04534, Denise Pierre, 301, Couches, Furniture, 10, $3000.0, 2021-08-20 19:48:15, Amazon, Morin, France, Electronic, 80075, Y, 
four thousand five hundred and thirty-fifth, c_04535, Célina Fontaine, 302, Recliners, Furniture, 2, $330.0, 2021-12-26 15:54:30, Amazon, Camus, France, Internet Banking, 42240, N, Account locked
4536, c_04536, Léon Lemaître, 310, Ladders, Furniture, 4, $92.0, 2021-09-03 16:31:34, Tesco, Laine, France, Internet Banking, 37910, Y, 
4537, c_04537, Nicole Gilles, 301, Couches, Furniture, 7, $2100.0, 2021-11-24 10:40:08, Tesco, Roux, France, Electronic, 26208, Y, 
4538, c_04538, Aimé Muller, 111, Earbuds, Technology, 4, $480.0, 2021-01-07 11:22:19, Tesco, Teixeira-sur-Bertrand, France, Internet Banking, 93630, Y, 
4539, c_04539, Frédéric Diaz, 113, Mouse, Technology, 1, $80.0, 2021-01-05 09:47:45, Tesco, Faivre, France, Card, 90729, Y, 
4540, c_04540, Sébastien Lagarde, 202, Shoes, Clothes, 1, $60.0, 2021-01-05 09:47:45, Tesco, GuyotBourg, France, Internet Banking, 94349, Y, 
4541, c_04541, Émilie Adam, 108, Tablets, Technology, 4, $2400.0, 2021-12-19 18:38:12, Amazon, Jourdanboeuf, France, Gift card, 39248, Y, 
4542, c_04542, Catherine Chauveau, 404, Chromebooks, School Items, 7, $840.0, 2021-11-16 20:46:47, Amazon, Dias-sur-Mer, France, Gift card, 34957, Y, 
4543, c_04543, Jacques Evrard, 305, Clocks, Furniture, 6, $600.0, 2021-07-12 08:41:37, Tesco, AugerBourg, France, Cash, 86149, N, Insufficent funds
4544, c_04544, Suzanne Vallet, 302, Recliners, Furniture, 3, $495.0, 2021-06-12 12:54:18, Tesco, Tanguy, France, Electronic, 63444, Y, 
4545, c_04545, Georges Gomes, 105, Electronic Locks, Technology, 1, $85.0, 2021-06-14 08:20:46, Tesco, Lemairedan, France, Internet Banking, 36473, Y, 
4546, c_04546, Étienne Marin, 417, Pencil Pouch, School Items, 1, $5.0, 2021-06-14 08:20:46, Tesco, Mallet, France, Cash, 63083, N, Insufficent funds
4547, c_04547, Nicolas Langlois, 408, Rulers, School Items, 9, $18.0, 2021-12-03 11:07:04, Amazon, Saint Anaïs-sur-Mer, France, Card, 42833, Y, 
4548, c_04548, Emmanuel Meyer, 420, Gym Bag, School Items, 3, $36.0, 2021-11-09 10:23:57, Tesco, Pinto-les-Bains, France, Cash, 18029, Y, 
4549, c_04549, Luce Perrot, 201, Underwear, Clothes, 9, $81.0, 2021-09-07 13:48:19, Tesco, Dubois, France, Gift card, 41419, Y, 
4550, c_04550, Anne Morvan, 106, Drones, Technology, 2, $100.0, 2021-07-06 20:26:26, Tesco, Gillet, France, Gift card, 68195, Y, 
4551, c_04551, Louise Gomez, 225, Cap, Clothes, 6, $120.0, 2021-11-08 12:59:16, Tesco, Robin, France, Electronic, 23798, N, Account locked
4552, c_04552, Éric Carlier, 316, Shelves, Furniture, 7, $210.0, 2021-06-04 11:21:27, Tesco, Saint Juliette, France, Gift card, 34258, N, Insufficent funds
4553, c_04553, Isaac Legrand, 406, Backpacks, School Items, 6, $174.0, 2021-11-15 14:09:54, Tesco, Lambertboeuf, France, Electronic, 49883, Y, 
4554, c_04554, Claudine Texier, 420, Gym Bag, School Items, 2, $24.0, 2021-12-06 08:32:26, Tesco, Sainte Gérard, France, Card, 62513, Y, 
4555, c_04555, Michelle Cohen, 407, Bags, School Items, 2, $20.0, 2021-12-06 08:32:26, Tesco, Lemoine, France, Cash, 98632, N, Insufficent funds
4556, c_04556, Gabriel Schmitt, 106, Drones, Technology, 6, $300.0, 2021-02-19 11:44:42, Tesco, Saint Michelle, France, Electronic, 78668, Y, 
4557, c_04557, Cécile Vasseur, 219, Boxers, Clothes, 6, $30.0, 2021-02-19 11:44:42, Tesco, Deschamps, France, Electronic, 50798, Y, 
4558, c_04558, Élise Diallo, 314, Cradle, Furniture, 4, $516.0, 2021-01-07 11:43:46, Tesco, Marinnec, France, Cash, 32604, Y, 
4559, c_04559, Isaac Fleury, 408, Rulers, School Items, 2, $4.0, 2021-07-09 12:34:11, Tesco, Samson, France, Gift card, 33614, Y, 
4560, c_04560, Adélaïde Voisin, 112, Smart fridges, Technology, 3, $1047.0, 2021-06-03 16:49:02, Tesco, LangloisBourg, France, Electronic, 98090, N, Account locked
4561, c_04561, Denise Aubry, 225, Cap, Clothes, 1, $20.0, 2021-10-25 18:30:23, Tesco, Brunel, France, Card, 66417, N, Invalid zip code
4562, c_04562, Théodore Lebrun, 420, Gym Bag, School Items, 3, $36.0, 2021-07-02 12:06:06, Tesco, Sainte AugustinVille, France, Card, 20424, N, Invalid zip code
4563, c_04563, Nathalie Barthelemy, 104, Headphones, Technology, 4, $520.0, 2021-12-25 14:36:56, Aldi, Dupont, France, Cash, 86793, Y, 
4564, c_04564, Hugues Guyot, 306, Bookcase, Furniture, 4, $600.0, 2021-12-25 14:36:56, Aldi, Hervé, France, Cash, 22477, Y, 
4565, c_04565, Cécile Fabre, 303, Tables, Furniture, 7, $2450.0, 2021-06-22 11:04:10, Tesco, Sainte Danielnec, France, Internet Banking, 73327, N, Account locked
4566, c_04566, Alix Moulin, 225, Cap, Clothes, 2, $40.0, 2021-12-23 20:13:35, Amazon, Le Roux, France, Gift card, 61108, Y, 
4567, c_04567, Lucy Noël, 117, Fridges, Technology, 9, $2430.0, 2021-04-04 16:18:03, Tesco, Marion, France, Internet Banking, 33859, N, Account locked
4568, c_04568, Valentine Morin, 101, Hard Drives, Technology, 2, $250.0, 2021-12-12 13:45:59, Amazon, Gosselin, France, Card, 21612, N, Invalid CVV
4569, c_04569, Luce Bouchet, 414, Notepads, School Items, 6, $18.0, 2021-11-21 17:49:33, Tesco, Peltier, France, Gift card, 71219, N, Insufficent funds
4570, c_04570, Tristan Buisson, 219, Boxers, Clothes, 6, $30.0, 2021-11-21 17:49:33, Tesco, Leblanc, France, Gift card, 22880, N, Insufficent funds
4571, c_04571, Hugues Leroux, 418, Glue Stick, School Items, 6, $6.0, 2021-01-13 19:04:45, Tesco, Sainte Isabelle-la-Forêt, France, Internet Banking, 34501, N, Account locked
4572, c_04572, Aurore Verdier, 310, Ladders, Furniture, 6, $138.0, 2021-01-13 19:04:45, Tesco, Étienne, France, Internet Banking, 56356, N, Account locked
